nombre,pos,rank_pos,edad,proj_mercado,g_proj,pg,eg,total_v2,vbd2,espn_id
Andre Szmyt,K,30,28,142.7,17.0,8.39,14.7,123.3,-17.6,4258620
Christian Watson,WR,36,27,197.5,17.0,11.62,13.8,159.9,-17.7,4248528
Abdul Carter,DE,42,22,115.7,17.0,6.81,13.4,91.0,-17.7,4725996
Mike Evans,WR,38,33,195.1,17.0,11.48,12.5,142.9,-17.8,16737
Brandon Jones,S,29,28,212.0,17.0,12.47,13.6,169.5,-17.8,4039059
Caleb Banks,DT,50,23,93.3,17.0,5.49,12.9,71.0,-17.8,4602019
Bryan Cook,S,30,27,211.6,17.0,12.45,13.6,169.2,-18.1,4247726
Deone Walker,DT,51,22,92.9,17.0,5.47,12.9,70.7,-18.1,4831989
Mack Wilson Sr.,LB,29,28,261.8,17.0,15.4,9.8,151.0,-18.2,4040983
Dalton Schultz,TE,23,30,140.0,17.0,8.23,12.8,105.4,-18.4,3117256
Chop Robinson,DE,43,23,114.9,17.0,6.76,13.4,90.3,-18.4,4431586
Roy Lopez,DT,52,29,92.5,17.0,5.44,12.9,70.4,-18.4,4040805
Joey Slye,K,31,30,141.6,17.0,8.33,14.7,122.4,-18.5,3124084
Boye Mafe,DE,44,28,114.5,17.0,6.74,13.4,90.1,-18.6,4240754
Poona Ford,DT,53,31,92.4,17.0,5.43,12.9,70.3,-18.6,3125114
Panthers D/ST,DST,29,,117.6,17.0,6.92,17.0,117.6,-18.7,-16029
Tarheeb Still,CB,32,24,171.9,17.0,10.11,13.0,131.9,-18.7,4432571
Vita Vea,DT,54,31,92.2,17.0,5.42,12.9,70.1,-18.7,3134362
Mike Hughes,CB,40,29,166.0,17.0,9.76,10.5,102.2,-18.8,3895841
Cardinals D/ST,DST,30,,117.4,17.0,6.91,17.0,117.4,-18.9,-16022
Jacory Croskey-Merritt,RB,41,25,165.7,17.0,9.75,12.8,124.8,-19.1,4575131
Raiders D/ST,DST,31,,117.2,17.0,6.89,17.0,117.2,-19.2,-16013
Justin Reid,S,31,29,209.7,17.0,12.33,13.6,167.6,-19.7,3931399
Nolan Smith Jr.,DE,48,25,107.2,17.0,6.31,10.9,68.6,-19.8,4426331
Parker Washington,WR,39,24,194.8,17.0,11.46,13.8,158.3,-19.9,4432620
Mansoor Delane,CB,34,23,170.1,17.0,10.01,13.0,130.5,-20.0,4880124
Dadrion Taylor-Demerson,S,36,25,203.8,17.0,11.99,11.3,135.8,-20.2,4428633
Marcus Jones,CB,35,28,169.9,17.0,9.99,13.0,130.3,-20.3,4241720
Jamaree Caldwell,DT,56,26,90.1,17.0,5.3,12.9,68.5,-20.3,5089178
Rasul Douglas,CB,36,32,169.7,17.0,9.98,13.0,130.2,-20.4,3943270
Tyjae Spears,RB,42,25,159.3,17.0,9.37,11.2,104.5,-20.9,4428557
Mike Jackson,CB,37,29,168.8,17.0,9.93,13.0,129.5,-21.1,3917853
Tyrique Stevenson,CB,44,26,162.3,17.0,9.54,10.5,99.9,-21.1,4426374
LaCale London,DT,62,29,83.4,17.0,4.9,10.7,52.4,-21.1,4376288
Chad Ryland,K,32,27,138.4,17.0,8.14,14.7,119.6,-21.3,4363538
Kayvon Thibodeaux,DE,49,26,105.1,17.0,6.18,10.9,67.2,-21.3,4426326
Maxwell Hairston,CB,47,23,161.4,17.0,9.5,10.5,99.4,-21.5,4688931
Dru Phillips,CB,38,25,168.0,17.0,9.88,13.0,128.9,-21.7,4431321
Edgerrin Cooper,LB,28,25,266.7,17.0,15.69,13.9,218.7,-21.8,4430438
DJ Wonnum,DE,45,29,110.4,17.0,6.5,13.4,86.9,-21.8,4038849
Jamel Dean,CB,39,30,167.8,17.0,9.87,13.0,128.8,-21.8,3873935
Jakobi Meyers,WR,40,30,192.3,17.0,11.31,13.8,156.3,-21.9,3916433
Dorance Armstrong,DE,46,29,110.1,17.0,6.47,13.4,86.6,-22.2,3928979
Will Johnson,CB,49,23,160.4,17.0,9.44,10.5,98.8,-22.2,4685408
Alim McNeill,DT,68,26,81.2,17.0,4.78,10.7,51.1,-22.4,4361662
Greg Dulcich,TE,26,26,126.2,17.0,7.42,10.0,74.1,-22.5,4367209
Craig Woodson,S,32,25,205.9,17.0,12.11,13.6,164.6,-22.7,4428930
Christen Miller,DT,57,22,86.5,17.0,5.09,12.9,65.8,-23.0,4685479
Caleb Downs,S,33,22,205.3,17.0,12.07,13.6,164.1,-23.3,4870706
Jacob Parrish,CB,41,22,165.7,17.0,9.75,13.0,127.1,-23.4,4912847
Dante Trader Jr.,S,34,23,204.8,17.0,12.05,13.6,163.8,-23.5,4431664
Rueben Bain Jr.,DE,47,22,108.1,17.0,6.36,13.4,85.0,-23.7,4870617
C.J. West,DT,58,24,85.4,17.0,5.02,12.9,64.9,-23.9,4686308
Arik Armstead,DT,59,33,85.1,17.0,5.01,12.9,64.8,-24.0,2971275
Billy Bowman Jr.,CB,42,23,126.1,13.0,9.7,13.0,126.4,-24.1,4431194
Gunnar Helm,TE,24,24,132.3,17.0,7.78,12.8,99.6,-24.2,4686728
Dayo Odeyingbo,DE,53,27,100.4,17.0,5.91,10.9,64.2,-24.2,4242659
Kevin Byard,S,35,33,203.9,17.0,11.99,13.6,163.0,-24.3,2574056
Kenny Clark,DT,60,31,84.8,17.0,4.99,12.9,64.5,-24.3,3122752
Julian Love,S,39,28,197.5,17.0,11.62,11.3,131.7,-24.4,4046675
Jarran Reed,DT,78,34,77.4,17.0,4.55,10.7,48.7,-24.8,3115312
Upton Stout,CB,43,24,163.6,17.0,9.63,13.0,125.5,-25.0,4565200
Charles Omenihu,DT,61,29,83.3,17.0,4.9,12.9,63.4,-25.4,3929865
Terrel Bernard,LB,33,27,249.1,17.0,14.65,9.8,143.7,-25.6,4259166
Josh Downs,WR,44,25,184.1,17.0,10.83,12.4,133.8,-25.7,4688813
Tyler Davis,DT,63,26,83.0,17.0,4.88,12.9,63.1,-25.7,4568217
Brian Thomas Jr.,WR,42,24,187.5,17.0,11.03,13.8,152.4,-25.8,4432773
Makai Lemon,WR,45,22,183.9,17.0,10.82,12.4,133.7,-25.8,4870795
Dexter Lawrence II,DT,64,29,82.7,17.0,4.87,12.9,63.0,-25.8,4035483
Divine Deablo,LB,35,28,248.2,17.0,14.6,9.8,143.2,-26.1,4037626
Moro Ojomo,DT,65,25,82.2,17.0,4.84,12.9,62.6,-26.2,4362116
Michael Wilson,WR,41,26,188.7,17.0,11.1,14.6,161.7,-26.3,4360761
Xavier Worthy,WR,46,23,183.2,17.0,10.78,12.4,133.2,-26.3,4683062
Dolphins D/ST,DST,32,,109.9,17.0,6.47,17.0,109.9,-26.3,-16015
Patrick Queen,LB,30,27,261.3,17.0,15.37,13.9,214.3,-26.3,4242207
Eric Murray,S,40,32,194.6,17.0,11.45,11.3,129.7,-26.3,2970716
Eyioma Uwazurike,DT,66,28,82.2,17.0,4.83,12.9,62.5,-26.3,4066109
Josh Jobe,CB,45,28,161.7,17.0,9.51,13.0,124.1,-26.5,4372020
Darius Robinson,DT,67,25,81.8,17.0,4.81,12.9,62.2,-26.6,4569480
Joey Porter Jr.,CB,46,26,161.5,17.0,9.5,13.0,123.9,-26.7,4426506
Mykel Williams,DE,57,22,96.1,17.0,5.65,10.9,61.4,-27.0,4685623
Justin Eboigbe,DT,69,25,81.2,17.0,4.78,12.9,61.8,-27.0,4567138
Chig Okonkwo,TE,25,27,128.3,17.0,7.55,12.8,96.6,-27.1,4360635
Calijah Kancey,DT,70,25,81.0,17.0,4.77,12.9,61.7,-27.1,4427673
Quincy Williams,LB,37,30,246.2,17.0,14.48,9.8,142.1,-27.2,3110565
James Pearce Jr.,DE,50,23,103.6,17.0,6.09,13.4,81.5,-27.3,5081394
Patrick Jones II,DE,51,28,103.5,17.0,6.09,13.4,81.4,-27.3,4036063
Isaiah Rodgers,CB,48,28,160.6,17.0,9.45,13.0,123.2,-27.3,4044540
Deommodore Lenoir,CB,50,27,160.5,17.0,9.44,13.0,123.1,-27.4,4242488
Grant Delpit,S,37,28,199.7,17.0,11.75,13.6,159.7,-27.6,4242208
Pat Surtain II,CB,51,26,160.3,17.0,9.43,13.0,122.9,-27.6,4372012
Christian Barmore,DT,71,27,80.3,17.0,4.73,12.9,61.1,-27.6,4372030
Jadeveon Clowney,DE,59,33,94.9,17.0,5.58,10.9,60.7,-27.8,16734
Ji'Ayir Brown,S,38,26,198.9,17.0,11.7,13.6,159.0,-28.3,4693644
Arvell Reese,LB,31,21,253.8,17.0,14.93,12.2,182.7,-28.4,4950400
Calais Campbell,DT,72,40,79.2,17.0,4.66,12.9,60.3,-28.5,11284
Jayden Reed,WR,50,26,180.1,17.0,10.59,12.4,130.9,-28.6,4362249
Jalyx Hunt,DE,52,25,101.8,17.0,5.99,13.4,80.1,-28.7,4571162
Javon Kinlaw,DT,73,29,78.9,17.0,4.64,12.9,60.1,-28.8,4259491
Sheldon Rankins,DT,74,32,78.6,17.0,4.62,12.9,59.8,-29.0,2970204
Jourdan Lewis,CB,60,31,149.3,17.0,8.78,10.5,92.0,-29.1,3045207
Wan'Dale Robinson,WR,43,25,185.2,17.0,10.89,14.6,158.7,-29.3,4569587
Brandon Dorlus,DT,75,25,78.2,17.0,4.6,12.9,59.5,-29.3,4427090
Shelby Harris,DT,76,35,77.5,17.0,4.56,12.9,59.0,-29.8,16837
Braden Fiske,DT,77,26,77.5,17.0,4.56,12.9,59.0,-29.8,4362245
Deebo Samuel Sr.,WR,47,30,181.6,17.0,10.68,13.8,147.6,-30.6,3126486
Dre'Mont Jones,DE,54,29,99.4,17.0,5.85,13.4,78.2,-30.6,3915525
Mike Gesicki,TE,29,31,111.8,17.0,6.57,10.0,65.6,-31.0,3116164
Rashan Gary,DE,55,29,99.0,17.0,5.82,13.4,77.9,-31.0,4046523
T.J. Sanders,DT,86,23,67.5,17.0,3.97,10.7,42.4,-31.0,4684527
Jordan Addison,WR,48,24,181.1,17.0,10.65,13.8,147.2,-31.1,4429205
Khalil Shakir,WR,49,26,180.9,17.0,10.64,13.8,147.0,-31.2,4373678
Chris Godwin Jr.,WR,55,30,167.1,17.0,9.83,10.2,100.1,-31.3,3116165
Montaric Brown,CB,52,27,155.2,17.0,9.13,13.0,119.1,-31.5,4242149
Kevin Winston Jr.,S,45,23,186.5,17.0,10.97,11.3,124.3,-31.8,4685617
Will McDonald IV,DE,56,27,97.5,17.0,5.74,13.4,76.7,-32.0,4361767
Isiah Pacheco,RB,46,27,134.9,17.0,7.94,9.8,77.8,-32.3,4361529
Jihaad Campbell,LB,34,22,248.4,17.0,14.61,12.2,178.7,-32.3,4685287
Khyiris Tonga,DT,79,30,73.6,17.0,4.33,12.9,56.0,-32.8,4256074
Karl Brooks,DT,80,26,73.6,17.0,4.33,12.9,56.0,-32.8,4373423
Cam Bynum,S,41,28,192.7,17.0,11.34,13.6,154.1,-33.2,4035861
Mike Green,DE,58,23,95.8,17.0,5.64,13.4,75.4,-33.4,4683188
Ty Okada,S,42,27,192.1,17.0,11.3,13.6,153.5,-33.7,4247808
Quinyon Mitchell,CB,53,25,152.3,17.0,8.96,13.0,116.8,-33.7,4686273
Kenneth Grant,DT,81,23,72.4,17.0,4.26,12.9,55.1,-33.7,4894654
KC Concepcion,WR,53,22,172.5,17.0,10.15,12.4,125.4,-34.1,4870653
Jaylon Johnson,CB,54,27,151.7,17.0,8.93,13.0,116.4,-34.1,4243253
Cam Hart,CB,55,26,151.9,17.0,8.93,13.0,116.5,-34.1,4427404
Jonathan Bullard,DT,82,33,72.0,17.0,4.23,12.9,54.8,-34.1,2980097
AJ Barner,TE,27,24,118.9,17.0,7.0,12.8,89.5,-34.2,4576297
Riley Moss,CB,56,26,151.3,17.0,8.9,13.0,116.0,-34.5,4382401
Uchenna Nwosu,DE,60,30,94.4,17.0,5.55,13.4,74.2,-34.6,3120358
Otito Ogbonnia,DT,94,26,61.8,17.0,3.64,10.7,38.9,-34.6,4367210
Darius Alexander,DT,83,26,71.0,17.0,4.17,12.9,54.0,-34.8,4426542
Dre Greenlaw,LB,42,29,233.0,17.0,13.7,9.8,134.4,-34.9,3916903
Chris Johnson,CB,57,22,150.1,17.0,8.83,13.0,115.1,-35.4,4869579
Ashton Gillotte,DE,61,24,92.9,17.0,5.47,13.4,73.1,-35.6,4684432
Charvarius Ward,CB,58,30,149.8,17.0,8.81,13.0,114.9,-35.6,4037361
Marcus Harris,CB,59,25,149.8,17.0,8.81,13.0,114.9,-35.6,4570469
Quentin Johnston,WR,51,25,175.1,17.0,10.3,13.8,142.3,-35.9,4429025
Zaire Franklin,LB,32,30,249.5,17.0,14.68,13.9,204.6,-35.9,3124005
Derick Hall,DE,62,25,92.6,17.0,5.45,13.4,72.8,-35.9,4567226
Alvin Kamara,RB,45,31,136.4,17.0,8.02,11.2,89.5,-36.1,3054850
Warren Brinson,DT,101,24,58.9,17.0,3.47,10.7,37.0,-36.4,4429136
Andrew Mukuba,S,50,24,178.8,17.0,10.52,11.3,119.2,-36.8,4602197
Jordan Mason,RB,43,27,142.2,17.0,8.36,12.8,107.0,-36.9,4360569
Jalen Coker,WR,56,25,157.7,17.0,9.28,10.2,94.5,-36.9,4695883
Carson Beck,QB,33,25,35.3,4.0,8.82,7.2,63.5,-36.9,4430841
Da'Shawn Hand,DT,103,31,58.0,17.0,3.41,10.7,36.5,-37.0,3126352
Peter Woods,DT,84,21,67.8,17.0,3.99,12.9,51.6,-37.2,4871063
Dalvin Tomlinson,DT,85,32,67.6,17.0,3.98,12.9,51.5,-37.3,2979860
Kerby Joseph,S,43,26,165.5,15.0,11.03,13.6,149.9,-37.4,4360383
Arden Key,DE,72,30,79.6,17.0,4.68,10.9,50.9,-37.6,3843843
Christian Benford,CB,61,26,147.1,17.0,8.65,13.0,112.8,-37.7,4379778
Reed Blankenship,S,44,27,187.1,17.0,11.0,13.6,149.6,-37.8,4243956
Malachi Lawrence,DE,63,23,90.0,17.0,5.3,13.4,70.8,-37.9,4710067
Kaden Elliss,LB,36,31,246.9,17.0,14.52,13.9,202.4,-38.1,3124890
Alfred Collins,DT,87,25,66.6,17.0,3.92,12.9,50.6,-38.1,4430835
Samson Ebukam,DE,64,31,89.6,17.0,5.27,13.4,70.4,-38.3,3045527
Dillon Thieneman,S,46,22,186.1,17.0,10.95,13.6,148.8,-38.5,4954445
Jevon Holland,S,47,26,186.1,17.0,10.95,13.6,148.8,-38.5,4373809
DJ Reader,DT,88,32,65.6,17.0,3.86,12.9,49.9,-38.8,2977670
Stefon Diggs,WR,52,33,173.5,17.0,10.21,14.6,148.7,-39.3,2976212
Chau Smith-Wade,CB,62,24,144.6,17.0,8.51,13.0,110.9,-39.5,4697636
Evan Engram,TE,28,32,111.8,17.0,6.57,12.8,84.1,-39.7,3051876
Tyleik Williams,DT,89,23,64.5,17.0,3.79,12.9,49.1,-39.7,4431615
Rock Ya-Sin,CB,63,30,144.3,17.0,8.49,13.0,110.7,-39.8,3910229
Oronde Gadsden,TE,30,23,111.3,17.0,6.55,12.8,83.8,-39.9,4595342
Demetrius Knight Jr.,LB,38,26,244.6,17.0,14.39,13.9,200.6,-39.9,4427729
Josh Sweat,DE,65,29,87.5,17.0,5.15,13.4,68.8,-39.9,3693166
Clelin Ferrell,DE,78,29,76.0,17.0,4.47,10.9,48.6,-39.9,3728258
Cory Durden,DT,90,27,64.3,17.0,3.78,12.9,48.9,-39.9,4240042
Solomon Thomas,DT,91,31,64.2,17.0,3.78,12.9,48.8,-39.9,3117258
Garrett Williams,CB,76,25,100.7,13.0,7.74,10.5,81.1,-40.0,4568506
Woody Marks,RB,44,26,137.9,17.0,8.11,12.8,103.8,-40.1,4429059
Josh Uche,DE,80,28,75.5,17.0,4.44,10.9,48.3,-40.2,4046528
Romeo Doubs,WR,54,26,169.7,17.0,9.98,13.8,137.9,-40.3,4361432
Eric Stokes,CB,64,27,143.4,17.0,8.44,13.0,110.0,-40.4,4259561
Akheem Mesidor,DE,66,25,86.6,17.0,5.1,13.4,68.1,-40.6,4429190
John Franklin-Myers,DE,67,30,86.7,17.0,5.1,13.4,68.2,-40.6,3120464
Nahshon Wright,CB,65,28,143.3,17.0,8.43,13.0,109.9,-40.6,4570470
Justice Hill,RB,47,29,120.5,17.0,7.09,9.8,69.5,-40.7,4038441
Kamren Kinchens,S,48,24,183.4,17.0,10.79,13.6,146.6,-40.7,4596363
Andre Cisco,S,54,26,172.7,17.0,10.16,11.3,115.1,-40.9,4361939
Jordan Elliott,DT,92,29,62.9,17.0,3.7,12.9,47.8,-40.9,4039052
Drue Tranquill,LB,39,31,243.1,17.0,14.3,13.9,199.3,-41.1,3129310
Jordan Phillips,DT,93,22,62.2,17.0,3.66,12.9,47.3,-41.4,4837188
Maason Smith,DT,108,24,51.1,17.0,3.0,10.7,32.1,-41.4,4431567
Malaki Starks,S,49,23,182.4,17.0,10.73,13.6,145.8,-41.5,4685530
Dante Stills,DT,95,27,61.4,17.0,3.61,12.9,46.7,-42.1,4362225
Logan Hall,DT,96,26,61.2,17.0,3.6,12.9,46.5,-42.2,4360189
Joseph Ossai,DE,68,26,84.5,17.0,4.97,13.4,66.5,-42.3,4362094
Leki Fotu,DT,110,28,49.7,17.0,2.92,10.7,31.2,-42.3,4035666
Dennis Gardeck,DE,69,32,84.3,17.0,4.96,13.4,66.3,-42.5,4334300
Cor'Dale Flott,CB,66,25,140.8,17.0,8.28,13.0,108.0,-42.5,4429607
Sebastian Joseph-Day,DT,97,31,60.7,17.0,3.57,12.9,46.2,-42.6,3047495
Alex Anzalone,LB,40,32,233.9,17.0,13.76,12.2,168.3,-42.7,3043107
Cade Otton,TE,31,27,107.6,17.0,6.33,12.8,81.0,-42.8,4243331
Trevis Gipson,DE,84,29,71.4,17.0,4.2,10.9,45.6,-42.8,3917016
DJ Turner II,CB,67,26,140.1,17.0,8.24,13.0,107.5,-43.0,4572036
Dee Alford,CB,68,29,140.0,17.0,8.24,13.0,107.4,-43.0,4401823
Ruke Orhorhoro,DT,98,25,59.8,17.0,3.52,12.9,45.5,-43.2,4430271
Adetomiwa Adebawore,DT,99,25,59.7,17.0,3.51,12.9,45.4,-43.3,4427635
Kayden McDonald,DT,100,21,59.4,17.0,3.5,12.9,45.2,-43.5,4870893
Ja'Quan McMillian,CB,69,26,139.2,17.0,8.19,13.0,106.8,-43.7,4567462
Shemar Stewart,DE,87,23,69.8,17.0,4.11,10.9,44.6,-43.8,4685562
John Jenkins,DT,102,37,58.4,17.0,3.43,12.9,44.4,-44.4,15846
R Mason Thomas,DE,70,22,81.6,17.0,4.8,13.4,64.2,-44.6,5081927
Julian Blackmon,S,51,28,178.6,17.0,10.5,13.6,142.8,-44.6,4035661
James Pierre,CB,70,30,137.8,17.0,8.11,13.0,105.7,-44.7,4259252
Kwity Paye,DE,71,28,80.7,17.0,4.75,13.4,63.4,-45.3,4258194
Jason Marshall Jr.,CB,82,24,123.0,17.0,7.24,10.5,75.8,-45.3,4432730
Michael Penix Jr.,QB,34,26,147.3,17.0,8.66,8.6,74.1,-45.5,4360423
Jonas Sanker,S,52,24,176.9,17.0,10.4,13.6,141.4,-46.0,4683813
Roger McCreary,CB,71,26,136.0,17.0,8.0,13.0,104.3,-46.2,4371973
Lee Hunter,DT,104,24,56.0,17.0,3.29,12.9,42.6,-46.2,4431551
DeWayne Carter,DT,105,26,55.5,17.0,3.26,12.9,42.2,-46.6,4426883
Henry To'oTo'o,LB,43,25,228.1,17.0,13.42,12.2,164.1,-46.8,4426350
Brenton Cox Jr.,DE,73,26,78.9,17.0,4.64,13.4,62.1,-46.8,4361776
Coby Bryant,S,53,27,134.4,13.0,10.34,13.6,140.5,-46.8,4239094
John Ridgeway III,DT,106,27,55.0,17.0,3.24,12.9,41.9,-46.8,4248047
Michael Mayer,TE,32,25,84.6,17.0,4.98,10.0,49.7,-46.9,4429086
JuJu Brents,CB,72,26,135.0,17.0,7.94,13.0,103.6,-46.9,4360488
Zaven Collins,DE,74,27,78.5,17.0,4.62,13.4,61.8,-47.0,4244606
Devin Lloyd,LB,44,28,227.7,17.0,13.4,12.2,163.9,-47.1,4243256
Trevin Wallace,LB,47,23,211.5,17.0,12.44,9.8,122.1,-47.2,4683815
Felix Anudike-Uzomah,DE,75,24,78.2,17.0,4.6,13.4,61.5,-47.3,4612387
Jonah Elliss,DE,91,23,64.4,17.0,3.79,10.9,41.2,-47.3,4687592
K'Lavon Chaisson,DE,76,27,77.9,17.0,4.59,13.4,61.3,-47.4,4242205
Zeek Biggers,DT,117,23,41.5,17.0,2.44,10.7,26.1,-47.4,4683276
Baron Browning,DE,77,27,77.5,17.0,4.56,13.4,61.0,-47.8,4241987
Cam Jackson,DT,119,24,40.4,17.0,2.37,10.7,25.4,-48.1,4687513
Denzel Ward,CB,73,29,133.3,17.0,7.84,13.0,102.2,-48.2,3915535
Gracen Halton,DT,107,22,53.2,17.0,3.13,12.9,40.5,-48.2,4685369
Calvin Ridley,WR,57,32,153.0,17.0,9.0,12.4,111.2,-48.4,3925357
Jaylahn Tuimoloau,DE,92,23,62.7,17.0,3.69,10.9,40.1,-48.4,4566154
Akeem Davis-Gaither,LB,41,29,233.6,17.0,13.74,13.9,191.6,-48.9,3917142
Ja'Tavion Sanders,TE,33,23,81.1,17.0,4.77,10.0,47.6,-49.0,4431588
Derek Stingley Jr.,CB,74,25,132.2,17.0,7.78,13.0,101.4,-49.0,4426434
Martin Emerson Jr.,CB,75,26,132.3,17.0,7.78,13.0,101.5,-49.0,4429568
Tavius Robinson,DE,96,27,61.5,17.0,3.62,10.9,39.3,-49.2,4690179
Keldric Faulk,DE,79,22,75.6,17.0,4.45,13.4,59.5,-49.3,4870707
C.J. Gardner-Johnson,S,58,29,160.2,17.0,9.42,11.3,106.8,-49.3,4034953
L'Jarius Sneed,CB,77,29,131.4,17.0,7.73,13.0,100.8,-49.7,4040432
Trey Amos,CB,85,24,115.9,17.0,6.82,10.5,71.4,-49.7,4574689
Isaiah McGuire,DE,81,25,74.8,17.0,4.4,13.4,58.8,-50.0,4427963
David Njoku,TE,34,30,78.0,17.0,4.59,10.0,45.8,-50.8,3123076
Domonique Orange,DT,109,22,49.8,17.0,2.93,12.9,37.9,-50.8,4698728
Calen Bullock,S,55,23,170.6,17.0,10.04,13.6,136.4,-50.9,4431517
Jayden Higgins,WR,58,24,149.2,17.0,8.78,12.4,108.5,-51.1,4877706
Jowon Briggs,DT,111,25,49.5,17.0,2.91,12.9,37.6,-51.1,4426676
Matthew Butler,DT,123,27,35.5,17.0,2.09,10.7,22.3,-51.1,4242457
BJ Ojulari,DE,100,24,58.1,17.0,3.42,10.9,37.2,-51.3,4429111
Tim Settle,DT,124,29,34.9,17.0,2.06,10.7,22.0,-51.5,3929956
Will Harris,S,59,31,156.5,17.0,9.21,11.3,104.3,-51.6,3915297
Jaycee Horn,CB,78,27,128.7,17.0,7.57,13.0,98.7,-51.7,4362847
Zion Young,DE,82,22,72.4,17.0,4.26,13.4,56.9,-51.9,4839501
Nick Herbig,DE,83,25,72.1,17.0,4.24,13.4,56.7,-52.1,4429164
Rashid Shaheed,WR,59,28,147.4,17.0,8.67,12.4,107.1,-52.5,4032473
Treydan Stukes,S,56,25,168.3,17.0,9.9,13.6,134.6,-52.8,4697757
Neville Gallimore,DT,112,29,47.2,17.0,2.78,12.9,35.9,-52.8,3892883
Mekhi Wingo,DT,113,23,47.2,17.0,2.77,12.9,35.9,-52.9,4586333
Elijah Ponder,DE,85,24,70.7,17.0,4.16,13.4,55.6,-53.2,4688432
Elijah Molden,S,61,27,154.2,17.0,9.07,11.3,102.8,-53.2,4243328
Mike Hall Jr.,DT,130,23,32.2,17.0,1.9,10.7,20.3,-53.2,4600415
Jerry Jeudy,WR,60,27,146.0,17.0,8.59,12.4,106.1,-53.4,4241463
Sam Okuayinonu,DE,86,28,70.3,17.0,4.14,13.4,55.3,-53.5,4569497
Rashod Bateman,WR,67,27,129.6,17.0,7.63,10.2,77.7,-53.8,4360939
Colby Wooden,DT,114,26,45.8,17.0,2.69,12.9,34.8,-53.9,4567224
Tyrion Ingram-Dawkins,DE,88,23,69.8,17.0,4.1,13.4,54.9,-54.0,4629149
Vernon Broughton,DT,115,25,45.4,17.0,2.67,12.9,34.6,-54.2,4429040
Cobie Durant,CB,79,28,124.9,17.0,7.35,13.0,95.8,-54.6,4384549
Riq Woolen,CB,80,27,124.8,17.0,7.34,13.0,95.8,-54.7,4245185
Cameron Jordan,DE,89,37,68.5,17.0,4.03,13.4,53.9,-54.9,13971
Cameron Thomas,DE,90,26,67.9,17.0,4.0,13.4,53.4,-55.3,4361510
Eric Gregory,DT,116,26,43.9,17.0,2.58,12.9,33.4,-55.3,4567171
Joshua Farmer,DT,135,23,28.8,17.0,1.69,10.7,18.1,-55.4,4611993
Chidobe Awuzie,CB,81,31,123.6,17.0,7.27,13.0,94.8,-55.6,3052101
Samaje Perine,RB,48,31,107.9,17.0,6.35,11.4,72.1,-55.7,3116389
Antonio Johnson,S,57,25,164.4,17.0,9.67,13.6,131.4,-55.9,4429168
Matt Dickerson,DT,136,31,28.1,17.0,1.65,10.7,17.6,-55.9,3134316
Dominique Robinson,DE,111,28,50.8,17.0,2.99,10.9,32.5,-56.0,4244300
Kalia Davis,DT,118,28,40.9,17.0,2.41,12.9,31.1,-57.5,4243541
Jalen McMillan,WR,62,25,140.0,17.0,8.23,12.4,101.7,-57.9,4430834
Marcus Epps,S,62,30,147.1,17.0,8.65,11.3,98.1,-58.0,3139368
Christian Harris,LB,46,25,212.1,17.0,12.47,12.2,152.6,-58.4,4567099
Landon Jackson,DT,120,23,39.4,17.0,2.32,12.9,30.0,-58.7,4432715
Shedeur Sanders,QB,35,24,121.0,17.0,7.11,8.6,60.9,-58.8,4432762
Denzel Boston,WR,63,23,138.5,17.0,8.15,12.4,100.7,-58.9,4832800
Brian Robinson Jr.,RB,49,27,102.6,17.0,6.04,11.4,68.6,-59.3,4241474
Elijah Arroyo,TE,41,23,63.3,17.0,3.72,10.0,37.1,-59.5,4678006
Byron Young,DT,121,26,38.3,17.0,2.25,12.9,29.1,-59.6,4567123
Josaiah Stewart,DE,93,23,62.0,17.0,3.65,13.4,48.8,-60.0,4682983
Dondrea Tillman,DE,94,28,62.0,17.0,3.65,13.4,48.8,-60.0,5216101
Kingsley Enagbare,DE,95,26,61.8,17.0,3.64,13.4,48.6,-60.2,4362840
Greg Newsome II,CB,83,26,117.4,17.0,6.91,13.0,90.1,-60.3,4361266
Micheal Clemons,DE,97,29,61.5,17.0,3.62,13.4,48.4,-60.4,4240896
Kader Kohou,CB,84,28,116.8,17.0,6.87,13.0,89.6,-60.8,4291489
Tre Tucker,WR,61,25,144.2,17.0,8.48,13.8,117.2,-61.0,4428718
Al-Quadin Muhammad,DE,98,31,60.5,17.0,3.56,13.4,47.6,-61.2,3051942
Tonka Hemingway,DT,145,25,19.5,17.0,1.15,10.7,12.3,-61.2,4429109
Mason Taylor,TE,42,22,60.2,17.0,3.54,10.0,35.3,-61.3,4808766
Isaiahh Loudermilk,DT,122,29,35.8,17.0,2.11,12.9,27.2,-61.4,4035798
Lonnie Johnson Jr.,S,64,31,141.8,17.0,8.34,11.3,94.5,-61.5,4240780
Deshaun Watson,QB,31,31,154.0,17.0,9.06,12.6,114.6,-61.6,3122840
Gabe Jacas,DE,99,22,59.7,17.0,3.51,13.4,46.9,-61.9,4837244
Germie Bernard,WR,64,23,133.7,17.0,7.87,12.4,97.2,-62.4,4685261
Skyler Gill-Howard,DT,125,24,34.5,17.0,2.03,12.9,26.3,-62.4,5103940
Adonai Mitchell,WR,65,24,133.4,17.0,7.85,12.4,97.0,-62.6,4597500
Shemar Turner,DT,126,23,33.8,17.0,1.99,12.9,25.7,-63.0,4432804
