nombre,pos,rank_pos,edad,pg,eg,total_v2,vbd2,espn_id,p10,p25,p50,p75,p90
Sean Murphy-Bunting,CB,108,29,1.44,13.0,18.8,-50.2,3932886,18.7,18.7,18.7,18.7,18.7
Austin Ajiake,LB,67,26,2.98,12.2,36.4,-50.3,4374171,9.5,19.8,34.7,51.9,74.0
Alvin Kamara,RB,45,31,8.02,11.2,89.5,-50.4,3054850,15.7,39.1,81.0,135.8,191.5
George Gumbs Jr.,DE,144,24,0.3,13.4,4.0,-50.4,4708238,4.0,4.0,4.0,4.0,4.0
Tacario Davis,CB,109,22,1.4,13.0,18.2,-50.7,4726127,18.2,18.2,18.2,18.2,18.2
David Njoku,TE,34,30,4.59,10.0,45.8,-50.8,3123076,9.2,21.2,39.8,70.2,109.4
Jared Ivey,DE,146,25,0.25,13.4,3.4,-51.1,4605478,3.4,3.4,3.4,3.4,3.4
Caelen Carson,CB,144,24,0.42,10.5,4.4,-51.2,4431006,1.1,2.5,4.4,6.3,8.3
Darnay Holmes,CB,145,28,0.39,10.5,4.0,-51.6,4242973,1.0,2.3,4.0,5.7,7.5
Bradyn Swinson,DE,148,24,0.16,13.4,2.1,-52.3,4431424,2.1,2.1,2.1,2.1,2.1
Keir Thomas II,DE,149,28,0.15,13.4,2.0,-52.4,4038843,2.0,2.0,2.0,2.0,2.0
Malachi Moore,S,81,25,2.12,13.9,29.6,-52.5,4692024,16.8,25.1,31.5,38.6,42.0
K.J. Britt,LB,68,27,2.79,12.2,34.1,-52.6,4242521,8.0,18.2,33.1,49.4,70.6
LT Overton,DE,150,22,0.1,13.4,1.4,-53.1,4870960,1.3,1.3,1.3,1.3,1.3
Jordan Mason,RB,43,27,8.36,12.8,107.0,-53.2,4360569,26.4,54.5,99.5,151.2,215.7
Justice Hill,RB,47,29,7.09,9.8,69.5,-53.2,4038441,11.6,26.9,58.7,114.9,181.7
Jaylen McCollough,S,83,26,1.94,13.6,26.4,-53.9,4427120,11.1,19.1,27.2,35.5,47.0
Davison Igbinosun,CB,112,22,1.14,13.0,14.8,-54.1,4832035,14.8,14.8,14.8,14.8,14.8
Justin Walley,CB,113,24,1.14,13.0,14.8,-54.1,4682909,14.8,14.8,14.8,14.8,14.8
Ar'Darius Washington,S,84,27,1.9,13.6,25.8,-54.4,4362492,25.8,25.8,25.8,25.8,25.8
Thomas Harper,S,95,26,1.09,11.3,12.3,-54.4,4569323,3.9,7.6,12.5,17.5,23.5
Micah Robinson,CB,165,24,0.12,10.5,1.2,-54.4,4695280,0.3,0.7,1.3,1.8,2.4
Amik Robertson,CB,114,28,1.1,13.0,14.3,-54.6,4239694,5.4,9.9,14.4,19.3,24.7
Christian Izien,S,85,26,1.88,13.6,25.6,-54.7,4372459,11.7,19.0,26.7,34.4,44.2
Jordan Hancock,S,97,23,1.04,11.3,11.8,-54.9,4596480,3.8,7.3,12.0,16.8,22.2
Jalen Davis,CB,115,30,1.07,13.0,14.0,-55.0,3125356,13.9,13.9,13.9,13.9,13.9
Asante Samuel Jr.,CB,116,27,1.06,13.0,13.8,-55.1,4363034,13.8,13.8,13.8,13.8,13.8
Xavier Legette,WR,69,25,6.96,12.4,86.1,-55.8,4430034,18.2,40.1,81.1,133.7,207.7
Ennis Rakestraw Jr.,CB,117,24,1.01,13.0,13.1,-55.8,4566092,13.1,13.1,13.1,13.1,13.1
Benjamin St-Juste,CB,118,29,0.99,13.0,12.9,-56.0,4258206,5.4,9.0,12.8,17.0,21.9
Malik Muhammad,CB,119,22,0.97,13.0,12.7,-56.3,4870953,12.6,12.6,12.6,12.6,12.6
Woody Marks,RB,44,26,8.11,12.8,103.8,-56.4,4429059,26.4,53.2,98.5,147.5,214.9
Natrone Brooks,CB,120,27,0.95,13.0,12.4,-56.5,4689989,5.3,8.6,12.5,16.4,21.2
De'Zhaun Stribling,WR,70,24,6.84,12.4,84.6,-57.3,4710714,84.8,84.8,84.8,84.8,84.8
Lathan Ransom,S,86,24,1.68,13.6,22.9,-57.4,4429110,9.2,17.0,23.9,30.9,39.3
Noah Igbinoghene,CB,121,27,0.86,13.0,11.2,-57.7,4242516,4.4,8.0,11.5,14.9,19.0
Jaylin Smith,CB,122,23,0.84,13.0,11.0,-58.0,4594277,10.9,10.9,10.9,10.9,10.9
Emmanuel Forbes Jr.,CB,124,25,0.83,13.0,10.9,-58.1,4429767,4.4,7.7,10.9,14.6,18.5
Keith Abney II,CB,125,21,0.81,13.0,10.6,-58.4,5093004,10.5,10.5,10.5,10.5,10.5
Brandon Cisse,CB,126,21,0.79,13.0,10.4,-58.6,5076652,10.3,10.3,10.3,10.3,10.3
Jacob Rodriguez,LB,71,24,2.29,12.2,28.0,-58.7,4566094,27.9,27.9,27.9,27.9,27.9
Shedeur Sanders,QB,35,24,7.11,8.6,60.9,-58.8,4432762,9.3,23.2,51.1,97.2,132.4
Jay Ward,S,87,26,1.57,13.6,21.3,-58.9,4568007,9.1,16.0,22.2,28.9,38.1
Jaylon Jones,CB,127,29,0.77,13.0,10.0,-58.9,4047655,3.8,7.0,10.0,13.3,17.2
Derion Kendrick,CB,129,26,0.74,13.0,9.6,-59.3,4360307,4.0,6.7,9.8,13.0,16.4
Elijah Arroyo,TE,41,23,3.72,10.0,37.1,-59.5,4678006,7.0,15.8,32.5,57.1,88.0
Kitan Oladapo,S,88,26,1.5,13.6,20.4,-59.8,4374037,8.9,15.0,21.4,27.3,36.7
Mike Brown,S,111,27,0.57,11.3,6.4,-60.2,4244310,2.0,3.9,6.5,9.2,12.0
Jalen Tolbert,WR,77,27,5.55,10.2,56.6,-60.3,4249417,10.0,23.6,51.6,95.9,156.8
Daniel Thomas,S,112,28,0.56,11.3,6.3,-60.3,4035505,2.0,3.8,6.5,9.0,12.0
Percy Butler,CB,130,26,0.66,13.0,8.7,-60.3,4363097,3.4,6.1,8.7,11.6,14.4
Jauan Jennings,WR,68,29,7.06,13.8,97.5,-60.7,3886598,34.0,61.7,94.1,128.9,159.7
DJ Ivey,CB,131,26,0.63,13.0,8.3,-60.7,4362502,3.3,5.8,8.3,11.0,13.8
Zayne Anderson,S,90,29,1.43,13.6,19.5,-60.8,3932335,8.4,14.3,20.2,26.4,33.4
Joshua Williams,CB,132,27,0.62,13.0,8.0,-60.8,4917635,3.2,5.6,8.2,10.7,13.7
Tatum Bethune,LB,72,25,2.1,12.2,25.7,-61.0,4426698,6.6,14.9,25.7,38.4,55.2
Oren Burks,LB,73,31,2.1,12.2,25.7,-61.0,3051746,6.9,13.2,23.4,36.7,51.6
Tank Dell,WR,71,27,6.53,12.4,80.7,-61.1,4366031,81.0,81.0,81.0,81.0,81.0
Mason Taylor,TE,42,22,3.54,10.0,35.3,-61.3,4808766,6.5,15.8,32.3,56.2,85.7
Dell Pettus,S,91,25,1.39,13.6,18.9,-61.3,4428232,8.2,14.1,19.8,25.2,32.6
Omar Cooper Jr.,WR,72,23,6.49,12.4,80.2,-61.6,4723820,80.5,80.5,80.5,80.5,80.5
Deshaun Watson,QB,31,31,9.06,12.6,114.6,-61.6,3122840,114.2,114.2,114.2,114.2,114.2
Bud Clark,S,92,24,1.37,13.6,18.6,-61.6,4430262,18.6,18.6,18.6,18.6,18.6
Qwan'tez Stiggers,CB,136,24,0.56,13.0,7.4,-61.6,5208977,3.0,5.1,7.4,9.9,12.5
Johnathan Edwards,CB,137,25,0.56,13.0,7.3,-61.6,4695991,3.0,5.1,7.4,9.8,12.6
Josh Blackwell,CB,138,27,0.54,13.0,7.1,-61.9,4240459,2.8,4.7,6.9,9.3,11.9
Shaka Heyward,LB,101,26,0.77,9.8,7.6,-62.0,4360413,1.7,3.7,7.1,10.9,15.9
Anthony Hill Jr.,LB,74,21,1.97,12.2,24.1,-62.6,4870805,24.0,24.0,24.0,24.0,24.0
Chris Roland-Wallace,S,117,25,0.35,11.3,4.0,-62.7,4428383,1.2,2.4,4.0,5.5,7.3
Malik Harrison,LB,107,28,0.68,9.8,6.7,-62.9,4040615,1.3,3.1,6.1,9.8,13.9
Malik Washington,WR,73,25,6.38,12.4,78.9,-63.0,4569603,15.5,39.0,75.3,127.1,197.5
T.J. Tampa,CB,139,24,0.45,13.0,5.9,-63.0,4575483,2.4,4.2,6.0,7.9,9.9
Ephesians Prysock,CB,140,23,0.44,13.0,5.7,-63.2,4685523,5.7,5.7,5.7,5.7,5.7
Kendell Brooks,S,120,26,0.3,11.3,3.4,-63.3,4585317,1.1,2.1,3.5,4.9,6.4
Brandin Echols,CB,141,29,0.43,13.0,5.7,-63.3,4567979,2.2,4.0,5.7,7.6,9.6
Charles Woods,CB,142,26,0.43,13.0,5.6,-63.3,4368113,2.3,3.9,5.7,7.5,9.5
Christian Braswell,CB,143,27,0.43,13.0,5.5,-63.3,4257580,2.3,3.8,5.6,7.4,9.4
Devin White,LB,70,28,2.54,13.9,35.4,-63.4,4035434,15.0,25.4,35.4,44.5,51.4
Tua Tagovailoa,QB,32,28,8.91,12.6,112.6,-63.5,4241479,36.0,66.7,115.0,152.1,188.7
Josiah Trotter,LB,75,21,1.89,12.2,23.1,-63.6,4870998,23.1,23.1,23.1,23.1,23.1
Troy Dye,LB,76,30,1.89,12.2,23.1,-63.6,4038946,5.6,12.6,22.4,33.2,49.2
Jamal Adams,LB,77,31,1.88,12.2,23.0,-63.7,3115373,6.1,12.5,22.4,33.4,46.4
Cole Holcomb,LB,78,30,1.85,12.2,22.6,-64.0,3116689,6.4,12.9,23.1,34.0,46.8
Keionte Scott,CB,146,25,0.38,13.0,4.9,-64.0,5093694,4.9,4.9,4.9,4.9,4.9
Karon Prunty,CB,147,25,0.38,13.0,4.9,-64.0,4606666,4.9,4.9,4.9,4.9,4.9
Cooper Kupp,WR,74,33,6.29,12.4,77.8,-64.1,2977187,17.1,37.0,73.8,131.5,191.4
Trenton Simpson,LB,79,25,1.84,12.2,22.5,-64.2,4430831,6.2,12.1,21.6,32.2,46.3
Demetrius Flannigan-Fowles,LB,114,30,0.52,9.8,5.1,-64.5,3931424,1.3,2.6,4.8,7.7,11.0
Devin Moore,CB,148,23,0.33,13.0,4.3,-64.6,4702577,4.3,4.3,4.3,4.3,4.3
Garret Wallow,LB,116,27,0.5,9.8,4.9,-64.7,4241807,1.2,2.4,4.6,7.4,10.4
Deonte Banks,CB,149,,0.32,13.0,4.2,-64.7,4428328,1.8,3.0,4.2,5.5,7.1
Ja'Kobi Lane,WR,75,22,6.23,12.4,77.0,-64.9,4870847,77.3,77.3,77.3,77.3,77.3
Ifeatu Melifonwu,S,93,27,1.11,13.6,15.1,-65.1,4240401,6.4,10.8,15.6,20.1,26.0
Jordan Howden,S,94,26,1.11,13.6,15.1,-65.1,4360949,6.5,11.0,15.5,20.5,26.1
Kris Abrams-Draine,CB,150,25,0.29,13.0,3.8,-65.1,4429193,1.4,2.6,3.8,5.0,6.4
Tremon Smith,CB,151,30,0.29,13.0,3.8,-65.1,3134448,1.6,2.6,3.8,5.0,6.4
Marte Mapu,LB,80,27,1.75,12.2,21.4,-65.3,4248899,5.7,11.8,21.1,32.0,44.5
Daylen Everette,CB,152,22,0.28,13.0,3.6,-65.3,4685327,3.6,3.6,3.6,3.6,3.6
Julian Neal,CB,153,23,0.28,13.0,3.6,-65.3,4684543,3.6,3.6,3.6,3.6,3.6
Nikko Reed,CB,154,23,0.28,13.0,3.7,-65.3,4691043,3.6,3.6,3.6,3.6,3.6
Jadon Canady,CB,155,23,0.27,13.0,3.5,-65.4,4710706,3.5,3.5,3.5,3.5,3.5
Charles Demmings,CB,156,23,0.27,13.0,3.6,-65.4,5091793,3.5,3.5,3.5,3.5,3.5
Toriano Pride Jr.,CB,157,23,0.27,13.0,3.5,-65.4,4698598,3.5,3.5,3.5,3.5,3.5
Akayleb Evans,CB,158,27,0.27,13.0,3.5,-65.4,4244607,1.6,2.5,3.6,4.8,6.0
Chandler Rivers,CB,159,23,0.27,13.0,3.5,-65.4,4702918,3.5,3.5,3.5,3.5,3.5
Tyrice Knight,LB,81,26,1.73,12.2,21.1,-65.5,4686540,5.4,11.2,20.6,31.3,44.4
Leo Chenal,LB,82,26,1.7,12.2,20.8,-65.9,4426901,5.3,11.6,20.0,30.3,43.3
Chazz Surratt,LB,119,29,0.37,9.8,3.6,-66.0,4037521,0.8,1.7,3.3,5.3,7.6
Zachariah Branch,WR,76,22,6.13,12.4,75.8,-66.1,4870612,76.0,76.0,76.0,76.0,76.0
Kiko Mauigoa,LB,120,23,0.36,9.8,3.5,-66.1,4700136,0.8,1.8,3.3,5.2,7.6
Kyle Dugger,S,96,30,1.04,13.6,14.1,-66.1,4401811,6.0,10.4,14.8,18.9,24.7
Chad Muma,LB,121,27,0.35,9.8,3.4,-66.2,4361707,0.8,1.6,3.2,5.1,7.3
Malcolm Rodriguez,LB,83,27,1.64,12.2,20.0,-66.6,4241411,20.0,20.0,20.0,20.0,20.0
Isaac Yiadom,CB,160,30,0.18,13.0,2.4,-66.6,3122797,1.0,1.7,2.4,3.2,4.1
Siran Neal,CB,161,32,0.18,13.0,2.3,-66.6,3057524,1.0,1.7,2.4,3.2,4.1
Josh Hayes,CB,162,27,0.18,13.0,2.3,-66.6,4248533,0.9,1.7,2.4,3.1,4.0
Hezekiah Masses,CB,163,22,0.17,13.0,2.2,-66.7,4917354,2.2,2.2,2.2,2.2,2.2
Will Lee III,CB,164,23,0.16,13.0,2.1,-66.8,5151083,2.1,2.1,2.1,2.1,2.1
Darnell Washington,TE,35,25,4.43,12.8,56.7,-67.1,4430802,18.0,32.6,55.2,85.0,130.4
Emmanuel McNeil-Warren,S,98,22,0.91,13.6,12.3,-67.9,4837186,12.4,12.4,12.4,12.4,12.4
Joe Andreessen,LB,85,26,1.52,12.2,18.6,-68.1,4366349,5.1,10.3,18.4,27.6,39.0
Cade Klubnik,QB,63,23,0.57,5.1,2.9,-68.2,4685413,2.9,2.9,2.9,2.9,2.9
Justin Jefferson,LB,86,23,1.49,12.2,18.2,-68.4,5150249,18.2,18.2,18.2,18.2,18.2
Jack Cochrane,LB,87,27,1.48,12.2,18.1,-68.6,4249766,4.4,8.8,16.5,25.9,37.0
Sydney Brown,S,100,26,0.85,13.6,11.6,-68.7,4360386,5.2,8.6,12.1,15.7,20.5
Kendal Daniels,LB,88,24,1.42,12.2,17.4,-69.3,4595343,17.3,17.3,17.3,17.3,17.3
P.J. Locke,S,101,29,0.79,13.6,10.8,-69.5,3929850,4.7,8.0,11.3,14.7,18.6
Marques Sigle,S,102,24,0.79,13.6,10.8,-69.5,4693337,4.6,7.7,11.1,14.5,18.5
Jalen Huskey,S,103,23,0.77,13.6,10.5,-69.8,4912185,10.5,10.5,10.5,10.5,10.5
D'Marco Jackson,LB,89,28,1.37,12.2,16.8,-69.9,4241007,4.5,9.5,16.5,24.4,34.5
Dane Belton,S,99,26,0.86,13.9,11.9,-70.1,4426686,7.1,10.2,13.1,15.7,17.2
Samaje Perine,RB,48,31,6.35,11.4,72.1,-70.3,3116389,12.7,28.7,62.9,115.5,173.2
Dawson Knox,TE,36,30,4.18,12.8,53.5,-70.3,3930086,16.2,30.0,54.1,84.7,130.2
Wade Woodaz,LB,90,22,1.34,12.2,16.3,-70.3,4837286,16.3,16.3,16.3,16.3,16.3
J.T. Gray,S,104,30,0.73,13.6,9.9,-70.3,3115481,9.9,9.9,9.9,9.9,9.9
Micah McFadden,LB,91,26,1.31,12.2,16.0,-70.6,4371961,16.0,16.0,16.0,16.0,16.0
Jeremy Reaves,S,105,30,0.71,13.6,9.7,-70.6,3125248,3.8,6.7,10.0,13.1,16.4
Devon Key,S,106,29,0.69,13.6,9.4,-70.9,4037559,4.2,6.8,9.8,12.8,16.6
Jakobe Thomas,S,107,23,0.61,13.6,8.2,-71.9,4710865,8.3,8.3,8.3,8.3,8.3
D'Anthony Bell,S,108,30,0.61,13.6,8.4,-71.9,4608386,3.6,6.1,8.7,11.3,14.7
Jack Kiser,LB,92,26,1.18,12.2,14.4,-72.2,4427716,3.9,8.2,14.2,21.2,29.6
Rayshawn Jenkins,S,109,32,0.59,13.6,8.0,-72.2,2969961,3.5,5.9,8.4,10.8,14.0
Johnathan Baldwin II,S,110,23,0.59,13.6,8.1,-72.2,4709980,8.0,8.0,8.0,8.0,8.0
Jeffrey Bassa,LB,93,24,1.16,12.2,14.1,-72.5,4602389,3.5,7.7,13.7,20.8,29.6
Bryce Boettcher,LB,94,24,1.13,12.2,13.8,-72.8,5088571,13.8,13.8,13.8,13.8,13.8
Elijah Hicks,S,113,27,0.54,13.6,7.3,-72.9,4242402,3.0,5.3,7.5,10.0,13.3
Avonte Maddox,S,114,30,0.5,13.6,6.9,-73.4,3123938,2.9,5.2,7.2,9.1,12.0
Ryan Flournoy,WR,78,27,5.53,12.4,68.3,-73.5,5083754,15.8,35.9,67.0,117.0,172.7
Savion Williams,WR,93,25,4.25,10.2,43.3,-73.5,4431487,6.5,16.3,38.2,71.5,114.4
Tyler Higbee,TE,51,33,2.32,10.0,23.2,-73.5,2573401,5.1,10.7,21.3,36.2,54.7
Colby Parkinson,TE,37,27,3.92,12.8,50.2,-73.6,4242557,14.4,27.1,47.5,75.2,107.7
Hunter Wohler,S,115,23,0.48,13.6,6.6,-73.7,4432789,6.5,6.5,6.5,6.5,6.5
Brian Robinson Jr.,RB,49,27,6.04,11.4,68.6,-73.9,4241474,11.0,26.6,58.2,109.2,168.3
Tre' Harris,WR,79,24,5.49,12.4,67.9,-74.0,4686612,15.4,32.4,63.6,113.3,166.9
Darnell Mooney,WR,80,29,5.47,12.4,67.6,-74.3,4040655,14.8,33.1,68.4,113.1,166.8
Chris Bell,WR,81,22,5.46,12.4,67.4,-74.4,4869961,67.7,67.7,67.7,67.7,67.7
Claudin Cherelus,LB,95,28,0.98,12.2,12.0,-74.7,4256224,3.2,6.4,11.8,17.9,24.9
Tommy Tremble,TE,38,26,3.83,12.8,49.0,-74.8,4372780,14.1,26.5,47.6,76.0,112.2
Jimmy Rolder,LB,96,22,0.97,12.2,11.9,-74.8,4896353,11.8,11.8,11.8,11.8,11.8
Shemar James,LB,97,22,0.95,12.2,11.7,-75.0,4685400,3.1,6.7,11.4,17.2,23.7
Theo Johnson,TE,39,25,3.78,12.8,48.3,-75.4,4429148,14.7,26.1,46.3,70.8,102.9
JD Bertrand,LB,98,26,0.91,12.2,11.1,-75.5,4428872,3.1,6.1,10.8,16.2,22.7
Ashtyn Davis,S,116,30,0.35,13.6,4.8,-75.5,3858271,2.0,3.4,4.9,6.3,8.4
Kyle Louis,LB,99,22,0.9,12.2,11.1,-75.6,4880273,11.0,11.0,11.0,11.0,11.0
Jaylen Reed,S,118,23,0.34,13.6,4.7,-75.6,4432758,4.6,4.6,4.6,4.6,4.6
Cade Stover,TE,57,26,2.09,10.0,20.9,-75.8,4426496,4.0,9.6,19.0,32.5,48.4
Noah Gray,TE,40,27,3.73,12.8,47.8,-76.0,4240472,14.0,27.1,46.1,71.6,107.5
Christian Rozeboom,LB,84,29,1.63,13.9,22.7,-76.0,3909013,9.5,16.5,22.7,28.0,32.1
Dalton Johnson,S,119,23,0.3,13.6,4.1,-76.2,4682488,4.1,4.1,4.1,4.1,4.1
Rayuan Lane III,S,121,23,0.3,13.6,4.1,-76.2,4880675,1.7,3.0,4.3,5.6,7.1
Kitan Crawford,S,122,25,0.3,13.6,4.0,-76.2,4430821,1.6,3.0,4.2,5.5,7.3
Tory Horton,WR,97,24,3.98,10.2,40.6,-76.3,4597703,6.3,17.1,36.9,65.4,111.5
Cole Wisniewski,S,123,24,0.29,13.6,4.0,-76.3,4693345,3.9,3.9,3.9,3.9,3.9
Lorenzo Styles Jr.,S,124,24,0.27,13.6,3.7,-76.6,4432768,3.7,3.7,3.7,3.7,3.7
Jack Sanborn,LB,100,26,0.79,12.2,9.6,-77.0,4372576,9.6,9.6,9.6,9.6,9.6
Junior Colson,LB,102,24,0.76,12.2,9.3,-77.3,4431212,9.3,9.3,9.3,9.3,9.3
Jaishawn Barham,LB,103,22,0.76,12.2,9.3,-77.3,4685266,9.3,9.3,9.3,9.3,9.3
Shaun Dolac,LB,104,25,0.76,12.2,9.3,-77.3,4693848,2.7,5.3,9.0,13.7,19.8
Winston Reid,LB,105,27,0.76,12.2,9.3,-77.3,4251125,9.3,9.3,9.3,9.3,9.3
Daijahn Anthony,S,125,26,0.18,13.6,2.5,-77.8,4874448,2.4,2.4,2.4,2.4,2.4
JL Skinner,S,126,25,0.17,13.6,2.3,-77.9,4428503,1.1,1.7,2.4,3.1,4.1
Drew Sanders,LB,106,25,0.71,12.2,8.7,-78.0,4685721,8.7,8.7,8.7,8.7,8.7
Red Murdock,LB,108,23,0.66,12.2,8.1,-78.6,4912190,8.1,8.1,8.1,8.1,8.1
Genesis Smith,S,127,22,0.12,13.6,1.6,-78.6,4950551,1.6,1.6,1.6,1.6,1.6
James Williams Sr.,LB,109,23,0.65,12.2,7.9,-78.7,4431613,2.1,4.5,7.9,11.7,16.3
Jack Bech,WR,82,24,5.08,12.4,62.8,-79.1,4603186,14.0,31.1,60.5,106.0,157.4
Devaughn Vele,WR,100,29,3.7,10.2,37.7,-79.2,4569559,5.5,14.7,34.9,62.3,96.5
Kaleb Elarms-Orr,LB,110,23,0.6,12.2,7.4,-79.3,4594321,7.3,7.3,7.3,7.3,7.3
Kamari Ramsey,S,128,22,0.06,13.6,0.8,-79.4,4685518,0.8,0.8,0.8,0.8,0.8
Keon Coleman,WR,102,23,3.65,10.2,37.2,-79.7,4635008,6.1,14.6,33.3,60.8,97.4
Isaiah McDuffie,LB,111,27,0.57,12.2,7.0,-79.7,4239947,2.0,3.9,7.1,10.4,14.6
Jeremiah Trotter Jr.,LB,112,24,0.54,12.2,6.7,-80.0,4432777,1.7,3.5,6.4,9.5,13.7
Marcelino McCrary-Ball,LB,113,27,0.53,12.2,6.4,-80.2,4045299,6.5,6.5,6.5,6.5,6.5
Trey Moore,LB,115,23,0.51,12.2,6.2,-80.4,4879212,6.2,6.2,6.2,6.2,6.2
Darius Slayton,WR,83,29,4.97,12.4,61.5,-80.5,3916945,14.2,29.7,58.3,104.2,153.0
Caleb Douglas,WR,84,23,4.96,12.4,61.3,-80.6,4869645,61.5,61.5,61.5,61.5,61.5
Jake Golday,LB,117,23,0.46,12.2,5.6,-81.0,4877652,5.6,5.6,5.6,5.6,5.6
Channing Tindall,LB,118,26,0.39,12.2,4.8,-81.9,4379414,4.8,4.8,4.8,4.8,4.8
Dylan Sampson,RB,52,22,5.33,11.4,60.6,-82.0,5081397,9.9,23.6,53.0,98.6,148.9
Cole Kmet,TE,43,27,3.26,12.8,41.7,-82.0,4258595,12.5,23.5,40.8,63.1,92.3
Ashton Dulin,WR,103,29,3.38,10.2,34.4,-82.4,4061956,5.2,13.4,31.7,57.1,90.7
Antonio Williams,WR,85,22,4.78,12.4,59.1,-82.8,5081432,59.3,59.3,59.3,59.3,59.3
Kayshon Boutte,WR,86,24,4.78,12.4,59.1,-82.8,4429022,12.9,26.1,53.4,94.0,140.9
Tutu Atwell,WR,104,27,3.34,10.2,34.0,-82.8,4360797,5.7,14.1,31.8,57.0,89.2
Tommy Eichenberg,LB,122,25,0.3,12.2,3.7,-83.0,4429560,1.0,2.0,3.5,5.4,7.8
Ty Johnson,RB,53,29,5.22,11.4,59.3,-83.2,3915411,8.2,20.6,46.6,94.9,144.6
Keaton Mitchell,RB,59,24,4.02,9.8,39.4,-83.3,4596334,5.8,14.1,31.3,62.4,98.8
Andrei Iosivas,WR,87,27,4.74,12.4,58.5,-83.3,4368003,12.3,27.7,54.9,92.5,140.5
Tyquan Thornton,WR,88,26,4.73,12.4,58.5,-83.5,4362921,12.9,28.3,58.0,97.6,145.3
Ivan Pace Jr.,LB,123,26,0.25,12.2,3.1,-83.6,4430280,0.8,1.7,2.9,4.5,6.3
Willie Gay Jr.,LB,124,28,0.22,12.2,2.7,-83.9,4259804,0.7,1.4,2.6,3.9,5.5
Emari Demercado,RB,60,27,3.95,9.8,38.8,-84.0,4362478,5.7,14.3,32.7,62.3,104.0
Jahan Dotson,WR,89,26,4.62,12.4,57.1,-84.8,4361409,13.6,28.1,56.7,95.5,143.1
Smael Mondon Jr.,LB,125,23,0.15,12.2,1.8,-84.8,4431573,0.5,1.0,1.8,2.7,3.8
Jack Kelly,LB,126,23,0.15,12.2,1.8,-84.8,4876380,1.8,1.8,1.8,1.8,1.8
Jaylin Noel,WR,90,24,4.61,12.4,57.0,-84.9,4586312,12.9,28.9,53.9,92.8,140.7
Brock Wright,TE,70,28,1.13,10.0,11.3,-85.4,4242392,2.1,4.9,9.9,17.2,26.2
Foster Moreau,TE,71,29,1.13,10.0,11.2,-85.4,3843945,2.4,5.1,10.0,17.0,26.2
Nate Adkins,TE,74,27,1.1,10.0,10.9,-85.7,4383440,2.2,5.0,9.7,16.8,26.3
Isaac TeSlaa,WR,91,24,4.49,12.4,55.5,-86.4,5123663,13.1,27.3,53.6,92.8,137.7
Tyler Allgeier,RB,50,26,5.76,12.8,73.8,-86.5,4373626,17.4,37.5,71.2,108.1,152.2
Pat Bryant,WR,92,24,4.44,12.4,54.8,-87.0,4600981,11.1,26.9,54.0,92.6,138.1
Ben Sims,TE,76,26,0.92,10.0,9.2,-87.5,4373030,1.9,4.3,8.3,14.7,22.7
Christian Kirk,WR,111,30,2.83,10.2,28.8,-88.0,3895856,4.7,11.6,26.7,49.1,78.8
Braelon Allen,RB,54,22,4.79,11.4,54.4,-88.1,4685247,54.6,54.6,54.6,54.6,54.6
Treylon Burks,WR,113,26,2.75,10.2,28.0,-88.8,4567156,4.5,10.5,24.3,45.3,73.5
Joshua Palmer,WR,114,27,2.74,10.2,27.9,-88.9,4242433,4.3,11.0,24.1,46.7,75.2
Kirk Cousins,QB,36,38,3.61,8.6,30.8,-88.9,14880,4.5,10.2,24.4,49.7,66.5
Noah Fant,TE,44,29,2.72,12.8,34.8,-89.0,4036131,9.8,18.1,32.8,51.3,75.4
Tyrone Tracy Jr.,RB,51,27,5.56,12.8,71.1,-89.1,4360516,20.0,38.8,70.3,101.7,148.8
Chris Rodriguez Jr.,RB,55,26,4.53,11.2,50.5,-89.5,4362619,7.9,20.9,45.9,74.2,108.2
Austin Hooper,TE,45,32,2.67,12.8,34.2,-89.6,3043275,10.2,18.0,32.1,51.1,75.6
Elijah Higgins,TE,46,26,2.64,12.8,33.8,-90.0,4426844,9.4,18.5,32.4,50.3,75.0
Marvin Mims Jr.,WR,94,24,4.14,12.4,51.2,-90.8,4686472,11.2,24.7,49.7,83.8,123.6
Dontayvion Wicks,WR,95,25,4.07,12.4,50.2,-91.6,4428850,10.1,23.6,46.8,79.2,121.4
Tyler Conklin,TE,86,31,0.51,10.0,5.1,-91.6,3915486,1.0,2.5,4.7,8.0,12.5
Eric Saubert,TE,89,32,0.51,10.0,5.0,-91.6,2975863,1.1,2.4,4.6,7.9,12.5
Ted Hurst III,WR,96,22,4.0,12.4,49.4,-92.5,5220680,49.6,49.6,49.6,49.6,49.6
Erick All Jr.,TE,47,26,2.44,12.8,31.2,-92.5,4427834,31.2,31.2,31.2,31.2,31.2
Will Kacmarek,TE,48,23,2.44,12.8,31.2,-92.5,4880236,31.2,31.2,31.2,31.2,31.2
KaVontae Turpin,WR,98,30,3.93,12.4,48.5,-93.4,3676833,10.8,23.5,46.2,78.1,119.4
Josh Oliver,TE,49,29,2.36,12.8,30.2,-93.6,3921690,9.0,17.3,30.1,46.3,70.8
Drew Sample,TE,50,30,2.34,12.8,30.0,-93.8,3127310,8.5,16.3,28.8,43.7,64.3
J.J. McCarthy,QB,37,23,2.96,8.6,25.3,-94.5,4433970,3.7,8.8,20.0,39.6,55.9
DeMario Douglas,WR,99,26,3.83,12.4,47.4,-94.6,4427095,10.3,21.5,43.1,72.8,109.8
