nombre,pos,rank_pos,proj,baseline,vbd,espn_id,equipo
Michael Mayer,TE,32,84.6,164.4,-79.8,4429086,13
D'Angelo Ross,CB,132,10.1,90.2,-80.1,3139389,5
Nate Hobbs,CB,133,10.0,90.2,-80.2,4240542,25
Michael Carter II,CB,134,9.9,90.2,-80.3,4240456,21
Ifeatu Melifonwu,S,92,18.9,99.3,-80.4,4240401,27
Jordan Howden,S,93,18.9,99.3,-80.4,4360949,18
Qwan'tez Stiggers,CB,135,9.6,90.2,-80.6,5208977,20
Johnathan Edwards,CB,136,9.5,90.2,-80.7,4695991,11
Thomas Harper,S,94,18.4,99.3,-80.9,4569323,8
Josh Blackwell,CB,137,9.2,90.2,-81.0,4240459,3
Jordan Hancock,S,95,17.7,99.3,-81.6,4596480,2
Kyle Dugger,S,96,17.6,99.3,-81.7,4401811,4
Jacob Rodriguez,LB,71,38.9,120.7,-81.8,4566094,15
T.J. Tampa,CB,138,7.7,90.2,-82.5,4575483,33
Brandin Echols,CB,139,7.4,90.2,-82.8,4567979,23
Ephesians Prysock,CB,140,7.4,90.2,-82.8,4685523,25
Charles Woods,CB,141,7.3,90.2,-82.9,4368113,17
Christian Braswell,CB,142,7.2,90.2,-83.0,4257580,30
Caelen Carson,CB,143,7.1,90.2,-83.1,4431006,6
Deshaun Watson,QB,31,154.0,237.2,-83.2,3122840,5
Ja'Tavion Sanders,TE,33,81.1,164.4,-83.3,4431588,29
Darnay Holmes,CB,144,6.6,90.2,-83.6,4242973,1
Tank Dell,WR,71,111.0,194.8,-83.8,4366031,34
Keionte Scott,CB,145,6.4,90.2,-83.8,5093694,27
Karon Prunty,CB,146,6.4,90.2,-83.8,4606666,17
Emmanuel McNeil-Warren,S,97,15.4,99.3,-83.9,4837186,5
Omar Cooper Jr.,WR,72,110.4,194.8,-84.4,4723820,20
Devin Moore,CB,147,5.6,90.2,-84.6,4702577,6
Dane Belton,S,98,14.6,99.3,-84.7,4426686,20
Deonte Banks,CB,148,5.5,90.2,-84.7,4428328,19
Sydney Brown,S,99,14.5,99.3,-84.8,4360386,1
Tatum Bethune,LB,72,35.7,120.7,-85.0,4426698,25
Oren Burks,LB,73,35.6,120.7,-85.1,3051746,4
Tremon Smith,CB,149,5.0,90.2,-85.2,3134448,34
Kris Abrams-Draine,CB,150,4.9,90.2,-85.3,4429193,7
Nikko Reed,CB,151,4.8,90.2,-85.4,4691043,24
Daylen Everette,CB,152,4.7,90.2,-85.5,4685327,23
Julian Neal,CB,153,4.7,90.2,-85.5,4684543,26
Charles Demmings,CB,154,4.7,90.2,-85.5,5091793,16
Jadon Canady,CB,155,4.6,90.2,-85.6,4710706,12
Toriano Pride Jr.,CB,156,4.6,90.2,-85.6,4698598,2
Akayleb Evans,CB,157,4.6,90.2,-85.6,4244607,29
Chandler Rivers,CB,158,4.6,90.2,-85.6,4702918,33
Tua Tagovailoa,QB,32,151.4,237.2,-85.8,4241479,1
P.J. Locke,S,100,13.5,99.3,-85.8,3929850,6
Marques Sigle,S,101,13.5,99.3,-85.8,4693337,25
Jalen Huskey,S,102,13.1,99.3,-86.2,4912185,30
Malik Washington,WR,73,108.5,194.8,-86.3,4569603,15
David Njoku,TE,34,78.0,164.4,-86.4,3123076,24
Natrone Brooks,CB,159,3.8,90.2,-86.4,4689989,1
J.T. Gray,S,103,12.4,99.3,-86.9,3115481,21
Isaac Yiadom,CB,160,3.1,90.2,-87.1,3122797,18
Anthony Hill Jr.,LB,74,33.5,120.7,-87.2,4870805,10
Jeremy Reaves,S,104,12.1,99.3,-87.2,3125248,28
Siran Neal,CB,161,3.0,90.2,-87.2,3057524,25
Josh Hayes,CB,162,3.0,90.2,-87.2,4248533,27
Will Lee III,CB,163,2.8,90.2,-87.4,5151083,29
Hezekiah Masses,CB,164,2.8,90.2,-87.4,4917354,13
Devon Key,S,105,11.8,99.3,-87.5,4037559,7
Cooper Kupp,WR,74,107.0,194.8,-87.8,2977187,26
Micah Robinson,CB,165,2.0,90.2,-88.2,4695280,10
Josiah Trotter,LB,75,32.1,120.7,-88.6,4870998,27
Troy Dye,LB,76,32.1,120.7,-88.6,4038946,24
Jamal Adams,LB,77,32.0,120.7,-88.7,3115373,16
D'Anthony Bell,S,106,10.5,99.3,-88.8,4608386,26
Ja'Kobi Lane,WR,75,105.9,194.8,-88.9,4870847,33
Darnell Washington,TE,35,75.4,164.4,-89.0,4430802,23
Jakobe Thomas,S,107,10.3,99.3,-89.0,4710865,16
Cole Holcomb,LB,78,31.5,120.7,-89.2,3116689,23
Rayshawn Jenkins,S,108,10.1,99.3,-89.2,2969961,23
Johnathan Baldwin II,S,109,10.1,99.3,-89.2,4709980,9
Trenton Simpson,LB,79,31.3,120.7,-89.4,4430831,33
Mike Brown,S,110,9.6,99.3,-89.7,4244310,17
Daniel Thomas,S,111,9.5,99.3,-89.8,4035505,5
Michael Penix Jr.,QB,33,147.3,237.2,-89.9,4360423,1
Justice Hill,RB,47,120.5,210.5,-90.0,4038441,33
Zachariah Branch,WR,76,104.3,194.8,-90.5,4870612,1
Avonte Maddox,S,112,8.6,99.3,-90.7,3123938,8
Marte Mapu,LB,80,29.7,120.7,-91.0,4248899,34
Hunter Wohler,S,113,8.2,99.3,-91.1,4432789,11
Tyrice Knight,LB,81,29.3,120.7,-91.4,4686540,26
Leo Chenal,LB,82,28.9,120.7,-91.8,4426901,28
Malcolm Rodriguez,LB,83,27.9,120.7,-92.8,4241411,8
Christian Rozeboom,LB,84,27.7,120.7,-93.0,3909013,27
Dawson Knox,TE,36,71.1,164.4,-93.3,3930086,2
Ashtyn Davis,S,114,6.0,99.3,-93.3,3858271,25
Chris Roland-Wallace,S,115,6.0,99.3,-93.3,4428383,12
Jaylen Reed,S,116,5.9,99.3,-93.4,4432758,34
Dalton Johnson,S,117,5.1,99.3,-94.2,4682488,13
Rayuan Lane III,S,118,5.1,99.3,-94.2,4880675,30
Cole Wisniewski,S,119,5.0,99.3,-94.3,4693345,21
Kendell Brooks,S,120,5.0,99.3,-94.3,4585317,10
Kitan Crawford,S,121,5.0,99.3,-94.3,4430821,22
Lorenzo Styles Jr.,S,122,4.7,99.3,-94.6,4432768,18
Joe Andreessen,LB,85,25.9,120.7,-94.8,4366349,2
Justin Jefferson,LB,86,25.3,120.7,-95.4,5150249,5
Jack Cochrane,LB,87,25.2,120.7,-95.5,4249766,12
Christian Izien,S,123,3.8,99.3,-95.5,4372459,8
Daijahn Anthony,S,124,3.1,99.3,-96.2,4874448,4
JL Skinner,S,125,2.9,99.3,-96.4,4428503,7
Kendal Daniels,LB,88,24.2,120.7,-96.5,4595343,1
Elijah Hicks,S,126,2.2,99.3,-97.1,4242402,3
Genesis Smith,S,127,2.0,99.3,-97.3,4950551,24
D'Marco Jackson,LB,89,23.3,120.7,-97.4,4241007,3
Colby Parkinson,TE,37,66.7,164.4,-97.7,4242557,14
Wade Woodaz,LB,90,22.7,120.7,-98.0,4837286,34
Kamari Ramsey,S,128,1.0,99.3,-98.3,4685518,34
Micah McFadden,LB,91,22.2,120.7,-98.5,4371961,19
Tommy Tremble,TE,38,65.1,164.4,-99.3,4372780,29
Theo Johnson,TE,39,64.2,164.4,-100.2,4429148,19
Jalen Tolbert,WR,77,94.4,194.8,-100.4,4249417,15
Jack Kiser,LB,92,20.0,120.7,-100.7,4427716,30
Ryan Flournoy,WR,78,94.0,194.8,-100.8,5083754,6
Noah Gray,TE,40,63.5,164.4,-100.9,4240472,12
Jeffrey Bassa,LB,93,19.7,120.7,-101.0,4602389,12
Elijah Arroyo,TE,41,63.3,164.4,-101.1,4678006,26
Tre' Harris,WR,79,93.4,194.8,-101.4,4686612,24
Bryce Boettcher,LB,94,19.1,120.7,-101.6,5088571,11
Darnell Mooney,WR,80,93.0,194.8,-101.8,4040655,19
Chris Bell,WR,81,92.7,194.8,-102.1,4869961,15
Samaje Perine,RB,48,107.9,210.5,-102.6,3116389,4
Claudin Cherelus,LB,95,16.7,120.7,-104.0,4256224,29
Mason Taylor,TE,42,60.2,164.4,-104.2,4808766,20
Jimmy Rolder,LB,96,16.5,120.7,-104.2,4896353,8
Shemar James,LB,97,16.2,120.7,-104.5,4685400,6
JD Bertrand,LB,98,15.5,120.7,-105.2,4428872,1
Kyle Louis,LB,99,15.4,120.7,-105.3,4880273,15
Jack Sanborn,LB,100,13.4,120.7,-107.3,4372576,3
Shaka Heyward,LB,101,13.1,120.7,-107.6,4360413,4
Winston Reid,LB,102,13.0,120.7,-107.7,4251125,5
Junior Colson,LB,103,12.9,120.7,-107.8,4431212,24
Jaishawn Barham,LB,104,12.9,120.7,-107.8,4685266,6
Shaun Dolac,LB,105,12.9,120.7,-107.8,4693848,14
Brian Robinson Jr.,RB,49,102.6,210.5,-107.9,4241474,1
Jack Bech,WR,82,86.4,194.8,-108.4,4603186,13
Drew Sanders,LB,106,12.0,120.7,-108.7,4685721,7
Cole Kmet,TE,43,55.4,164.4,-109.0,4258595,3
Malik Harrison,LB,107,11.5,120.7,-109.2,4040615,23
Red Murdock,LB,108,11.3,120.7,-109.4,4912190,7
James Williams Sr.,LB,109,11.0,120.7,-109.7,4431613,10
Darius Slayton,WR,83,84.6,194.8,-110.2,3916945,19
Caleb Douglas,WR,84,84.3,194.8,-110.5,4869645,15
Kaleb Elarms-Orr,LB,110,10.2,120.7,-110.5,4594321,2
Isaiah McDuffie,LB,111,9.8,120.7,-110.9,4239947,9
Jeremiah Trotter Jr.,LB,112,9.3,120.7,-111.4,4432777,21
Marcelino McCrary-Ball,LB,113,9.0,120.7,-111.7,4045299,20
Demetrius Flannigan-Fowles,LB,114,8.9,120.7,-111.8,3931424,2
Trey Moore,LB,115,8.6,120.7,-112.1,4879212,15
Garret Wallow,LB,116,8.5,120.7,-112.2,4241807,25
Tyler Allgeier,RB,50,98.0,210.5,-112.5,4373626,22
Jake Golday,LB,117,7.8,120.7,-112.9,4877652,16
Antonio Williams,WR,85,81.3,194.8,-113.5,5081432,28
Kayshon Boutte,WR,86,81.2,194.8,-113.6,4429022,17
Channing Tindall,LB,118,6.6,120.7,-114.1,4379414,1
Andrei Iosivas,WR,87,80.5,194.8,-114.3,4368003,4
Tyquan Thornton,WR,88,80.4,194.8,-114.4,4362921,12
Chazz Surratt,LB,119,6.3,120.7,-114.4,4037521,26
Kiko Mauigoa,LB,120,6.1,120.7,-114.6,4700136,20
Chad Muma,LB,121,5.9,120.7,-114.8,4361707,17
Tommy Eichenberg,LB,122,5.2,120.7,-115.5,4429560,13
Tyrone Tracy Jr.,RB,51,94.5,210.5,-116.0,4360516,19
Jahan Dotson,WR,89,78.6,194.8,-116.2,4361409,1
Shedeur Sanders,QB,34,121.0,237.2,-116.2,4432762,5
Jaylin Noel,WR,90,78.4,194.8,-116.4,4586312,34
Ivan Pace Jr.,LB,123,4.3,120.7,-116.4,4430280,16
Willie Gay Jr.,LB,124,3.8,120.7,-116.9,4259804,15
Smael Mondon Jr.,LB,125,2.6,120.7,-118.1,4431573,21
Noah Fant,TE,44,46.2,164.4,-118.2,4036131,18
Jack Kelly,LB,126,2.5,120.7,-118.2,4876380,19
Isaac TeSlaa,WR,91,76.3,194.8,-118.5,5123663,8
Austin Hooper,TE,45,45.5,164.4,-118.9,3043275,1
Pat Bryant,WR,92,75.4,194.8,-119.4,4600981,7
Elijah Higgins,TE,46,44.9,164.4,-119.5,4426844,22
Dylan Sampson,RB,52,90.6,210.5,-119.9,5081397,5
Ty Johnson,RB,53,88.7,210.5,-121.8,3915411,2
Savion Williams,WR,93,72.3,194.8,-122.5,4431487,9
Erick All Jr.,TE,47,41.5,164.4,-122.9,4427834,4
Will Kacmarek,TE,48,41.5,164.4,-122.9,4880236,15
Josh Oliver,TE,49,40.2,164.4,-124.2,3921690,16
Marvin Mims Jr.,WR,94,70.4,194.8,-124.4,4686472,7
Drew Sample,TE,50,39.9,164.4,-124.5,3127310,4
Tyler Higbee,TE,51,39.5,164.4,-124.9,2573401,14
Eli Stowers,TE,52,38.8,164.4,-125.6,4431574,21
Eli Raridon,TE,53,38.8,164.4,-125.6,4831959,17
Dontayvion Wicks,WR,95,69.1,194.8,-125.7,4428850,21
Ted Hurst III,WR,96,68.0,194.8,-126.8,5220680,27
Tory Horton,WR,97,67.7,194.8,-127.1,4597703,26
Charlie Kolar,TE,54,37.0,164.4,-127.4,4241263,24
KaVontae Turpin,WR,98,66.8,194.8,-128.0,3676833,6
Mitchell Evans,TE,55,36.4,164.4,-128.0,4683243,29
John Bates,TE,56,35.7,164.4,-128.7,4048228,28
Cade Stover,TE,57,35.5,164.4,-128.9,4426496,34
Braelon Allen,RB,54,81.4,210.5,-129.1,4685247,20
DeMario Douglas,WR,99,65.2,194.8,-129.6,4427095,17
Jake Tonges,TE,58,34.1,164.4,-130.3,4259147,25
Devaughn Vele,WR,100,63.0,194.8,-131.8,4569559,18
Nick Westbrook-Ikhine,WR,101,62.5,194.8,-132.3,3929785,11
Keon Coleman,WR,102,62.1,194.8,-132.7,4635008,2
Chris Rodriguez Jr.,RB,55,77.1,210.5,-133.4,4362619,30
Tanner Hudson,TE,59,30.6,164.4,-133.8,3050481,4
Adam Trautman,TE,60,29.8,164.4,-134.6,3911853,7
Luke Schoonmaker,TE,61,29.0,164.4,-135.4,4372096,6
Jackson Hawes,TE,62,28.8,164.4,-135.6,4573699,2
Mo Alie-Cox,TE,63,28.5,164.4,-135.9,2998565,11
Daniel Bellinger,TE,64,27.8,164.4,-136.6,4361516,10
Ben Sinnott,TE,65,27.3,164.4,-137.1,4690923,28
Ashton Dulin,WR,103,57.4,194.8,-137.4,4061956,11
Tutu Atwell,WR,104,56.7,194.8,-138.1,4360797,15
Jeremy Ruckert,TE,66,25.8,164.4,-138.6,4361372,20
Luke Musgrave,TE,67,25.4,164.4,-139.0,4428085,9
Kevin Coleman Jr.,WR,105,54.7,194.8,-140.1,4685307,15
Durham Smythe,TE,68,24.3,164.4,-140.1,3052897,33
Mike Washington Jr.,RB,56,70.2,210.5,-140.3,4686658,13
Elijah Sarratt,WR,106,53.6,194.8,-141.2,5088338,33
Tank Bigsby,RB,57,69.0,210.5,-141.5,4429013,21
Hollywood Brown,WR,107,53.2,194.8,-141.6,4241372,21
MarShawn Lloyd,RB,58,68.8,210.5,-141.7,4429023,9
Troy Franklin,WR,108,53.1,194.8,-141.7,4431280,7
Keaton Mitchell,RB,59,68.3,210.5,-142.2,4596334,24
Kendrick Bourne,WR,109,52.0,194.8,-142.8,3045523,22
Emari Demercado,RB,60,67.2,210.5,-143.3,4362478,12
Jordan James,RB,61,66.3,210.5,-144.2,4685397,25
Davis Allen,TE,69,20.0,164.4,-144.4,4426553,14
Brock Wright,TE,70,19.2,164.4,-145.2,4242392,8
Foster Moreau,TE,71,19.1,164.4,-145.3,3843945,34
Nate Boerkircher,TE,72,18.9,164.4,-145.5,4686248,30
Payne Durham,TE,73,18.9,164.4,-145.5,4372505,27
Nate Adkins,TE,74,18.6,164.4,-145.8,4383440,7
Dyami Brown,WR,110,48.9,194.8,-145.9,4361577,28
Kalif Raymond,WR,111,48.1,194.8,-146.7,2973405,3
Christian Kirk,WR,112,48.0,194.8,-146.8,3895856,25
Treylon Burks,WR,113,46.8,194.8,-148.0,4567156,28
Joe Royer,TE,75,16.3,164.4,-148.1,4565859,5
Joshua Palmer,WR,114,46.6,194.8,-148.2,4242433,2
Ben Sims,TE,76,15.6,164.4,-148.8,4373030,15
Cyrus Allen,WR,115,45.8,194.8,-149.0,4912218,12
Skyler Bell,WR,116,44.6,194.8,-150.2,4683153,2
Bryce Lance,WR,117,44.0,194.8,-150.8,4879276,18
Jordan Whittington,WR,118,43.3,194.8,-151.5,4569382,14
Luke Farrell,TE,77,10.4,164.4,-154.0,4040612,25
Max Klare,TE,78,9.6,164.4,-154.8,4833029,14
Justin Joly,TE,79,9.2,164.4,-155.2,4912052,7
Brevyn Spann-Ford,TE,80,9.2,164.4,-155.2,4360967,6
CJ Dippre,TE,81,9.0,164.4,-155.4,4596545,17
Tanner Koziol,TE,82,8.9,164.4,-155.5,4917427,30
Ko Kieft,TE,83,8.9,164.4,-155.5,4034779,27
Oscar Delp,TE,84,8.7,164.4,-155.7,4702559,18
Sam Roush,TE,85,8.7,164.4,-155.7,4685504,3
Marlin Klein,TE,86,8.7,164.4,-155.7,4695705,34
Tyler Conklin,TE,87,8.6,164.4,-155.8,3915486,8
Matthew Hibner,TE,88,8.6,164.4,-155.8,4432260,33
Eric Saubert,TE,89,8.6,164.4,-155.8,2975863,26
Drew Ogletree,TE,90,8.6,164.4,-155.8,4722908,11
Josh Cuevas,TE,91,8.6,164.4,-155.8,4876132,33
Tip Reiman,TE,92,8.3,164.4,-156.1,4696700,22
Charlie Woerner,TE,93,8.3,164.4,-156.1,4035020,1
Johnny Mundt,TE,94,8.1,164.4,-156.3,3052096,21
Ian Thomas,TE,95,8.1,164.4,-156.3,4045305,13
Jack Stoll,TE,96,7.8,164.4,-156.6,4034862,5
Isaiah Davis,RB,62,53.4,210.5,-157.1,4695404,20
Zavion Thomas,WR,119,36.5,194.8,-158.3,4869748,3
Jaylin Lane,WR,120,35.7,194.8,-159.1,4602667,28
Xavier Hutchinson,WR,121,35.4,194.8,-159.4,4686422,34
Malachi Fields,WR,122,35.2,194.8,-159.6,4682648,19
Jaydon Blue,RB,63,49.8,210.5,-160.7,4685279,6
Chris Manhertz,TE,97,3.7,164.4,-160.7,2531358,19
Odell Beckham Jr.,WR,123,33.9,194.8,-160.9,16733,19
Olamide Zaccheaus,WR,124,33.4,194.8,-161.4,3917914,1
Dont'e Thornton Jr.,WR,125,33.4,194.8,-161.4,4432775,13
Emmett Johnson,RB,64,48.7,210.5,-161.8,4832955,12
Isaiah Bond,WR,126,32.2,194.8,-162.6,4808839,5
LeQuint Allen Jr.,RB,65,47.4,210.5,-163.1,4911851,30
Kyle Juszczyk,RB,66,46.5,210.5,-164.0,16002,25
Jaylen Wright,RB,67,46.2,210.5,-164.3,4682745,15
Konata Mumpfield,WR,127,30.1,194.8,-164.7,4710855,14
Chris Brooks,RB,68,45.7,210.5,-164.8,3149687,9
Brenen Thompson,WR,128,29.1,194.8,-165.7,4685553,24
Mack Hollins,WR,129,29.0,194.8,-165.8,2991662,17
George Holani,RB,69,44.2,210.5,-166.3,4429835,26
KeAndre Lambert-Smith,WR,130,28.0,194.8,-166.8,4430870,24
Devontez Walker,WR,131,27.5,194.8,-167.3,4696882,33
Jonah Coleman,RB,70,43.1,210.5,-167.4,4702555,7
Chimere Dike,WR,132,27.1,194.8,-167.7,4431268,10
Kimani Vidal,RB,71,41.2,210.5,-169.3,4430968,24
Kyle Williams,WR,133,23.8,194.8,-171.0,4613202,17
Sean Tucker,RB,72,39.2,210.5,-171.3,4430871,27
DJ Giddens,RB,73,38.1,210.5,-172.4,4874509,11
Tez Johnson,WR,134,22.2,194.8,-172.6,4608810,27
Malik Davis,RB,74,37.6,210.5,-172.9,4240603,6
Jimmy Horn Jr.,WR,135,21.9,194.8,-172.9,4708486,29
Ray Davis,RB,75,37.1,210.5,-173.4,4429501,2
Ollie Gordon II,RB,76,37.0,210.5,-173.5,4711533,15
Mitchell Tinsley,WR,136,20.2,194.8,-174.6,4690070,4
Kirk Cousins,QB,35,61.3,237.2,-175.9,14880,13
Luke McCaffrey,WR,137,18.7,194.8,-176.1,4426948,28
Jalen Royals,WR,138,18.4,194.8,-176.4,5082630,12
Anthony Gould,WR,139,16.8,194.8,-178.0,4429684,11
Calvin Austin III,WR,140,16.2,194.8,-178.6,4243389,19
Elic Ayomanor,WR,141,16.0,194.8,-178.8,4883647,10
Malik Benson,WR,142,15.8,194.8,-179.0,5150247,13
Kaelon Black,RB,77,30.8,210.5,-179.7,4696044,25
Greg Dortch,WR,143,14.1,194.8,-180.7,4037235,8
Will Shipley,RB,78,28.2,210.5,-182.3,4431545,21
Ben Skowronek,WR,144,12.1,194.8,-182.7,4035656,23
Tyrell Shavers,WR,145,11.5,194.8,-183.3,4241476,2
Bo Melton,WR,146,11.4,194.8,-183.4,4259305,9
Adam Randall,RB,79,26.3,210.5,-184.2,4685526,33
Hunter Luepke,RB,80,26.1,210.5,-184.4,4383396,6
Derius Davis,WR,147,10.4,194.8,-184.4,4362477,24
Xavier Smith,WR,148,10.1,194.8,-184.7,4386544,14
Isaiah Williams,WR,149,10.1,194.8,-184.7,4569371,20
Colbie Young,WR,150,10.0,194.8,-184.8,5092508,4
CJ Daniels,WR,151,9.9,194.8,-184.9,4605951,14
Demarcus Robinson,WR,152,9.9,194.8,-184.9,3043116,25
Demond Claiborne,RB,81,25.2,210.5,-185.3,4832846,16
Malachi Corley,WR,153,9.1,194.8,-185.7,4613104,5
Justin Watson,WR,154,9.0,194.8,-185.8,3118892,34
Jonathan Mingo,WR,155,8.8,194.8,-186.0,4426485,6
Jahdae Walker,WR,156,8.5,194.8,-186.3,5160110,3
Tai Felton,WR,157,8.5,194.8,-186.3,4565185,16
Darius Cooper,WR,158,8.3,194.8,-186.5,4715355,21
Laquon Treadwell,WR,159,8.1,194.8,-186.7,3051889,11
J.J. McCarthy,QB,36,50.4,237.2,-186.8,4433970,16
Barion Brown,WR,160,7.9,194.8,-186.9,4698597,18
Brycen Tremayne,WR,161,7.7,194.8,-187.1,4360763,29
Reggie Virgil,WR,162,7.6,194.8,-187.2,4869132,22
Cedric Tillman,WR,163,7.3,194.8,-187.5,4369863,5
Kaden Wetjen,WR,164,5.3,194.8,-189.5,5081338,23
Devin Singletary,RB,82,20.1,210.5,-190.4,4040761,19
Nicholas Singleton,RB,83,20.0,210.5,-190.5,4685555,10
Tahj Brooks,RB,84,19.6,210.5,-190.9,4429299,4
Arian Smith,WR,165,3.8,194.8,-191.0,4429105,20
Tyler Badie,RB,85,19.2,210.5,-191.3,4362748,7
Kameron Johnson,WR,166,2.2,194.8,-192.6,5097554,27
Kaytron Allen,RB,86,16.1,210.5,-194.4,4685246,28
Seth McGowan,RB,87,15.9,210.5,-194.6,4686468,11
Alec Ingold,RB,88,15.8,210.5,-194.7,3917668,24
Trevor Etienne,RB,89,15.1,210.5,-195.4,4685350,29
Emanuel Wilson,RB,90,10.0,210.5,-200.5,4887558,26
Adam Prentice,RB,91,9.7,210.5,-200.8,3929914,7
Connor Heyward,RB,92,9.5,210.5,-201.0,4241961,13
Michael Burton,RB,93,9.5,210.5,-201.0,2515270,5
Max Bredeson,RB,94,8.6,210.5,-201.9,4878695,16
Carson Beck,QB,37,35.3,237.2,-201.9,4430841,22
Kendre Miller,RB,95,7.8,210.5,-202.7,4599739,18
Andrew Beck,RB,96,7.8,210.5,-202.7,3125107,20
Jawhar Jordan,RB,97,7.5,210.5,-203.0,4429939,34
Riley Nowakowski,RB,98,7.4,210.5,-203.1,4693370,23
Reggie Gilliam,RB,99,7.3,210.5,-203.2,4039505,17
Patrick Ricard,RB,100,7.0,210.5,-203.5,2975417,19
Kaleb Johnson,RB,101,5.1,210.5,-205.4,4819231,23
British Brooks,RB,102,2.2,210.5,-208.3,4373273,34
Joe Flacco,QB,38,14.2,237.2,-223.0,11252,4
Nick Mullens,QB,39,13.8,237.2,-223.4,3059989,30
Tyson Bagent,QB,40,13.3,237.2,-223.9,4434153,3
Jarrett Stidham,QB,41,13.2,237.2,-224.0,3892775,7
Justin Fields,QB,42,13.1,237.2,-224.1,4362887,12
Jake Browning,QB,43,13.1,237.2,-224.1,3886812,27
Ty Simpson,QB,44,12.7,237.2,-224.5,4685522,14
Tanner McKee,QB,45,12.7,237.2,-224.5,4685201,21
Tommy DeVito,QB,46,12.4,237.2,-224.8,4240391,17
Marcus Mariota,QB,47,12.3,237.2,-224.9,2576980,28
Riley Leonard,QB,48,12.2,237.2,-225.0,4683423,11
Drew Allar,QB,49,12.1,237.2,-225.1,4714771,23
Kenny Pickett,QB,50,12.1,237.2,-225.1,4240703,29
Tyrod Taylor,QB,51,12.0,237.2,-225.2,14163,9
Spencer Rattler,QB,52,11.7,237.2,-225.5,4426339,18
Sam Howell,QB,53,11.7,237.2,-225.5,4426875,6
Trey Lance,QB,54,11.4,237.2,-225.8,4383351,24
Mac Jones,QB,55,11.3,237.2,-225.9,4241464,25
Jameis Winston,QB,56,11.1,237.2,-226.1,2969939,19
Tyler Huntley,QB,57,10.9,237.2,-226.3,4035671,33
Kyle Allen,QB,58,10.5,237.2,-226.7,3115293,2
Davis Mills,QB,59,10.4,237.2,-226.8,4242546,34
Mitchell Trubisky,QB,60,10.4,237.2,-226.8,3039707,10
Drew Lock,QB,61,10.3,237.2,-226.9,3924327,26
Cade Klubnik,QB,62,9.8,237.2,-227.4,4685413,20
Quinn Ewers,QB,63,9.6,237.2,-227.6,4889929,15
Gardner Minshew II,QB,64,9.1,237.2,-228.1,4038524,22
